0.2085714286,0.1360146672,0.0131978037,0.0525610849,0.0045432808,0.0171338621,0.0018342816
0.3039443299,0.078435147,0.0052871508,0.0333076165,0.0021635689,0.0132528844,0.0012319354
0.4429281438,0.0564755634,0.0037469902,0.0264502799,0.0017343892,0.0113042769,0.000807568
0.6454647158,0.0426995482,0.0029819003,0.0188931611,0.0010262251,0.0110571173,0.0008206453
0.9406146464,0.0291174735,0.001446083,0.0158872536,0.000731076,0.0106547901,0.0007181424
1.3707269994,0.0241524838,0.0012549913,0.0146812087,0.0006892535,0.009935822,0.0007092171
1.9975156818,0.0184973721,0.000951801,0.0129139844,0.0006176428,0.0096071554,0.0008749118
2.9109143549,0.014534034,0.0007564052,0.0112594565,0.0005675112,0.0081372273,0.0006371467
4.2419804053,0.0138705101,0.0008441971,0.0101734225,0.0005784497,0.0083460443,0.000803261
6.1816994817,0.0134675969,0.0009743092,0.0098386278,0.0006252785,0.0089718943,0.0011908211
9.0083887314,0.0122071136,0.0009041067,0.0103707034,0.0008031492,0.0095463418,0.0015586577
13.1276306421,0.0109554821,0.0008171679,0.0105170124,0.0010464481,0.0085308352,0.0019295451
19.1304673248,0.0098590597,0.0007969147,0.0094518686,0.0011843297,-999,-999
27.8782051418,0.0094032578,0.0009888844,0.0087633925,0.0014489092,-999,-999
40.6259977203,0.0090143973,0.0013508045,-999,-999,-999,-999
